repayment_id,customer_id,loan_id,installment_no,due_date,paid_date,scheduled_amount,paid_amount,days_past_due,is_late_payment,is_default_event
3873,142,L00142_1,3,2022-11-20,2022-11-20,383,383,0,0,0
3874,142,L00142_1,4,2022-12-20,2022-12-27,556,556,7,0,0
3875,142,L00142_1,5,2023-01-19,2023-01-28,833,833,9,0,0
3876,142,L00142_1,6,2023-02-18,2023-02-18,722,722,0,0,0
3877,142,L00142_1,7,2023-03-20,2023-04-18,237,237,29,1,0
3878,142,L00142_1,8,2023-04-19,2023-05-18,216,216,29,1,0
3879,142,L00142_1,9,2023-05-19,2023-05-19,751,751,0,0,0
3880,142,L00142_1,10,2023-06-18,2023-06-23,453,453,5,0,0
3881,142,L00142_1,11,2023-07-18,2023-07-28,684,684,10,0,0
3882,142,L00142_1,12,2023-08-17,2023-08-18,713,713,1,0,0
3883,143,L00143_1,1,2021-03-24,2021-03-30,501,501,6,0,0
3884,143,L00143_1,2,2021-04-23,2021-05-02,836,836,9,0,0
3885,143,L00143_1,3,2021-05-23,2021-05-24,123,123,1,0,0
3886,143,L00143_1,4,2021-06-22,2021-06-26,446,446,4,0,0
3887,143,L00143_1,5,2021-07-22,2021-07-22,777,777,0,0,0
3888,143,L00143_1,6,2021-08-21,2021-08-21,368,368,0,0,0
3889,143,L00143_1,7,2021-09-20,2021-09-24,246,246,4,0,0
3890,143,L00143_1,8,2021-10-20,2021-10-22,485,485,2,0,0
3891,143,L00143_1,9,2021-11-19,2021-11-27,677,677,8,0,0
3892,143,L00143_1,10,2021-12-19,2021-12-19,101,101,0,0,0
3893,143,L00143_1,11,2022-01-18,2022-01-25,436,436,7,0,0
3894,143,L00143_1,12,2022-02-17,2022-02-17,850,850,0,0,0
3895,143,L00143_1,13,2022-03-19,2022-03-19,625,625,0,0,0
3896,143,L00143_1,14,2022-04-18,2022-04-18,119,119,0,0,0
3897,143,L00143_1,15,2022-05-18,2022-05-18,182,182,0,0,0
3898,143,L00143_1,16,2022-06-17,2022-06-17,431,431,0,0,0
3899,143,L00143_1,17,2022-07-17,2022-07-22,286,286,5,0,0
3900,143,L00143_1,18,2022-08-16,2022-08-21,589,589,5,0,0
3901,143,L00143_1,19,2022-09-15,2022-09-20,213,213,5,0,0
3902,143,L00143_1,20,2022-10-15,2022-10-31,118,118,16,1,0
3903,143,L00143_1,21,2022-11-14,2022-11-14,898,898,0,0,0
3904,143,L00143_1,22,2022-12-14,2022-12-27,614,614,13,0,0
3905,143,L00143_1,23,2023-01-13,2023-02-06,410,410,24,1,0
3906,143,L00143_1,24,2023-02-12,2023-02-22,302,302,10,0,0
3907,144,L00144_1,1,2022-01-13,2022-01-13,723,723,0,0,0
3908,144,L00144_1,2,2022-02-12,2022-02-21,504,504,9,0,0
3909,144,L00144_1,3,2022-03-14,2022-03-17,423,423,3,0,0
3910,144,L00144_1,4,2022-04-13,2022-04-16,869,869,3,0,0
3911,144,L00144_1,5,2022-05-13,2022-05-13,547,547,0,0,0
3912,144,L00144_1,6,2022-06-12,2022-06-12,236,236,0,0,0
3913,144,L00144_1,7,2022-07-12,2022-07-12,258,258,0,0,0
3914,144,L00144_1,8,2022-08-11,2022-08-29,575,575,18,1,0
3915,144,L00144_1,9,2022-09-10,2022-09-15,436,436,5,0,0
3916,144,L00144_1,10,2022-10-10,2022-10-12,777,777,2,0,0
3917,144,L00144_1,11,2022-11-09,2022-11-18,218,218,9,0,0
3918,144,L00144_1,12,2022-12-09,2022-12-09,149,149,0,0,0
3919,145,L00145_1,1,2022-04-12,2022-04-20,698,698,8,0,0
3920,145,L00145_1,2,2022-05-12,2022-05-28,621,621,16,1,0
3921,145,L00145_1,3,2022-06-11,2022-06-11,310,310,0,0,0
3922,145,L00145_1,4,2022-07-11,2022-07-16,896,896,5,0,0
3923,145,L00145_1,5,2022-08-10,2022-08-10,444,444,0,0,0
3924,145,L00145_1,6,2022-09-09,2022-09-09,423,423,0,0,0
3925,145,L00145_1,7,2022-10-09,2022-10-09,759,759,0,0,0
3926,145,L00145_1,8,2022-11-08,2022-11-08,382,382,0,0,0
3927,145,L00145_1,9,2022-12-08,2022-12-11,866,866,3,0,0
3928,145,L00145_1,10,2023-01-07,2023-01-26,328,328,19,1,0
3929,145,L00145_1,11,2023-02-06,2023-02-06,888,888,0,0,0
3930,145,L00145_1,12,2023-03-08,2023-03-14,380,380,6,0,0
3931,145,L00145_1,13,2023-04-07,2023-04-07,898,898,0,0,0
3932,145,L00145_1,14,2023-05-07,2023-05-23,484,484,16,1,0
3933,145,L00145_1,15,2023-06-06,2023-06-10,193,193,4,0,0
3934,145,L00145_1,16,2023-07-06,2023-07-06,662,662,0,0,0
3935,145,L00145_1,17,2023-08-05,2023-08-18,453,453,13,0,0
3936,145,L00145_1,18,2023-09-04,2023-09-08,777,777,4,0,0
3937,145,L00145_1,19,2023-10-04,2023-10-12,495,495,8,0,0
3938,145,L00145_1,20,2023-11-03,2023-11-08,813,813,5,0,0
3939,145,L00145_1,21,2023-12-03,2023-12-03,673,673,0,0,0
3940,145,L00145_1,22,2024-01-02,2024-01-02,190,190,0,0,0
3941,145,L00145_1,23,2024-02-01,2024-02-04,276,276,3,0,0
3942,145,L00145_1,24,2024-03-02,2024-03-07,699,699,5,0,0
3943,145,L00145_1,25,2024-04-01,2024-04-01,830,830,0,0,0
3944,145,L00145_1,26,2024-05-01,2024-05-12,231,231,11,0,0
3945,145,L00145_1,27,2024-05-31,2024-06-11,812,812,11,0,0
3946,145,L00145_1,28,2024-06-30,2024-07-21,549,549,21,1,0
3947,145,L00145_1,29,2024-07-30,2024-07-30,261,261,0,0,0
3948,145,L00145_1,30,2024-08-29,2024-08-30,814,814,1,0,0
3949,145,L00145_1,31,2024-09-28,2024-09-29,303,303,1,0,0
3950,145,L00145_1,32,2024-10-28,2024-11-05,269,269,8,0,0
3951,145,L00145_1,33,2024-11-27,2024-12-04,468,468,7,0,0
3952,145,L00145_1,34,2024-12-27,2025-01-03,519,519,7,0,0
3953,145,L00145_1,35,2025-01-26,2025-02-02,192,192,7,0,0
3954,145,L00145_1,36,2025-02-25,2025-02-25,160,160,0,0,0
3955,145,L00145_2,1,2021-12-19,2021-12-19,686,686,0,0,0
3956,145,L00145_2,2,2022-01-18,2022-01-18,166,166,0,0,0
3957,145,L00145_2,3,2022-02-17,2022-02-25,156,156,8,0,0
3958,145,L00145_2,4,2022-03-19,2022-03-19,541,541,0,0,0
3959,145,L00145_2,5,2022-04-18,2022-04-18,693,693,0,0,0
3960,145,L00145_2,6,2022-05-18,2022-05-30,369,369,12,0,0
3961,145,L00145_2,7,2022-06-17,2022-06-17,794,794,0,0,0
3962,145,L00145_2,8,2022-07-17,2022-07-31,248,248,14,0,0
3963,145,L00145_2,9,2022-08-16,2022-08-19,720,720,3,0,0
3964,145,L00145_2,10,2022-09-15,2022-09-15,298,298,0,0,0
3965,145,L00145_2,11,2022-10-15,2022-10-15,641,641,0,0,0
3966,145,L00145_2,12,2022-11-14,2022-11-14,387,387,0,0,0
3967,145,L00145_2,13,2022-12-14,2022-12-19,727,727,5,0,0
3968,145,L00145_2,14,2023-01-13,2023-01-13,428,428,0,0,0
3969,145,L00145_2,15,2023-02-12,2023-02-12,787,787,0,0,0
3970,145,L00145_2,16,2023-03-14,2023-03-20,682,682,6,0,0
3971,145,L00145_2,17,2023-04-13,2023-04-19,403,403,6,0,0
3972,145,L00145_2,18,2023-05-13,2023-05-15,188,188,2,0,0
3973,146,L00146_1,1,2022-10-13,2022-10-13,622,622,0,0,0
3974,146,L00146_1,2,2022-11-12,2022-11-18,617,617,6,0,0
3975,146,L00146_1,3,2022-12-12,2022-12-12,101,101,0,0,0
3976,146,L00146_1,4,2023-01-11,2023-01-29,227,227,18,1,0
3977,146,L00146_1,5,2023-02-10,2023-02-23,481,481,13,0,0
3978,146,L00146_1,6,2023-03-12,2023-03-12,178,178,0,0,0
3979,146,L00146_1,7,2023-04-11,2023-04-11,292,292,0,0,0
3980,146,L00146_1,8,2023-05-11,2023-05-16,871,871,5,0,0
3981,146,L00146_1,9,2023-06-10,2023-06-15,656,656,5,0,0
3982,146,L00146_1,10,2023-07-10,2023-07-13,310,310,3,0,0
3983,146,L00146_1,11,2023-08-09,2023-08-30,385,385,21,1,0
3984,146,L00146_1,12,2023-09-08,2023-09-08,533,533,0,0,0
3985,146,L00146_1,13,2023-10-08,2023-10-31,324,324,23,1,0
3986,146,L00146_1,14,2023-11-07,2023-11-07,534,534,0,0,0
3987,146,L00146_1,15,2023-12-07,2023-12-14,461,461,7,0,0
3988,146,L00146_1,16,2024-01-06,2024-01-06,342,342,0,0,0
3989,146,L00146_1,17,2024-02-05,2024-02-19,391,391,14,0,0
3990,146,L00146_1,18,2024-03-06,2024-03-10,793,793,4,0,0
3991,147,L00147_1,1,2022-12-20,2022-12-20,593,593,0,0,0
3992,147,L00147_1,2,2023-01-19,2023-01-19,654,654,0,0,0
3993,147,L00147_1,3,2023-02-18,2023-02-26,311,311,8,0,0
3994,147,L00147_1,4,2023-03-20,2023-03-23,301,301,3,0,0
3995,147,L00147_1,5,2023-04-19,2023-05-01,119,119,12,0,0
3996,147,L00147_1,6,2023-05-19,2023-05-19,758,758,0,0,0
3997,147,L00147_1,7,2023-06-18,2023-06-19,573,573,1,0,0
3998,147,L00147_1,8,2023-07-18,2023-07-18,442,442,0,0,0
3999,147,L00147_1,9,2023-08-17,2023-08-17,646,646,0,0,0
4000,147,L00147_1,10,2023-09-16,2023-09-19,711,711,3,0,0
4001,147,L00147_1,11,2023-10-16,2023-11-02,417,417,17,1,0
4002,147,L00147_1,12,2023-11-15,2023-11-24,428,428,9,0,0
4003,147,L00147_1,13,2023-12-15,2024-01-13,454,454,29,1,0
4004,147,L00147_1,14,2024-01-14,2024-01-14,245,245,0,0,0
4005,147,L00147_1,15,2024-02-13,2024-02-15,856,856,2,0,0
4006,147,L00147_1,16,2024-03-14,2024-03-21,841,841,7,0,0
4007,147,L00147_1,17,2024-04-13,2024-04-13,425,425,0,0,0
4008,147,L00147_1,18,2024-05-13,2024-05-13,620,620,0,0,0
4009,147,L00147_1,19,2024-06-12,2024-06-14,711,711,2,0,0
4010,147,L00147_1,20,2024-07-12,2024-07-15,208,208,3,0,0
4011,147,L00147_1,21,2024-08-11,2024-08-11,124,124,0,0,0
4012,147,L00147_1,22,2024-09-10,2024-09-16,112,112,6,0,0
4013,147,L00147_1,23,2024-10-10,2024-10-12,703,703,2,0,0
4014,147,L00147_1,24,2024-11-09,2024-12-02,442,442,23,1,0
4015,147,L00147_1,25,2024-12-09,2024-12-21,173,173,12,0,0
4016,147,L00147_1,26,2025-01-08,2025-01-08,651,651,0,0,0
4017,147,L00147_1,27,2025-02-07,2025-02-11,605,605,4,0,0
4018,147,L00147_1,28,2025-03-09,2025-03-09,552,552,0,0,0
4019,147,L00147_1,29,2025-04-08,2025-04-21,170,170,13,0,0
4020,147,L00147_1,30,2025-05-08,2025-05-09,488,488,1,0,0
4021,147,L00147_1,31,2025-06-07,2025-06-25,302,302,18,1,0
4022,147,L00147_1,32,2025-07-07,2025-07-07,690,690,0,0,0
4023,147,L00147_1,33,2025-08-06,2025-08-10,752,752,4,0,0
4024,147,L00147_1,34,2025-09-05,2025-09-05,644,644,0,0,0
4025,147,L00147_1,35,2025-10-05,2025-10-05,115,115,0,0,0
4026,147,L00147_1,36,2025-11-04,2025-11-15,342,342,11,0,0
4027,147,L00147_2,1,2022-03-22,2022-03-30,374,374,8,0,0
4028,147,L00147_2,2,2022-04-21,2022-04-21,679,679,0,0,0
4029,147,L00147_2,3,2022-05-21,2022-05-21,511,511,0,0,0
4030,147,L00147_2,4,2022-06-20,2022-06-20,457,457,0,0,0
4031,147,L00147_2,5,2022-07-20,2022-07-28,571,571,8,0,0
4032,147,L00147_2,6,2022-08-19,2022-09-05,572,572,17,1,0
4033,147,L00147_2,7,2022-09-18,2022-10-19,125,125,31,1,0
4034,147,L00147_2,8,2022-10-18,2022-11-06,416,416,19,1,0
4035,147,L00147_2,9,2022-11-17,2022-11-26,277,277,9,0,0
4036,147,L00147_2,10,2022-12-17,2022-12-26,376,376,9,0,0
4037,147,L00147_2,11,2023-01-16,2023-01-16,592,592,0,0,0
4038,147,L00147_2,12,2023-02-15,2023-02-15,480,480,0,0,0
4039,147,L00147_2,13,2023-03-17,2023-03-28,317,317,11,0,0
4040,147,L00147_2,14,2023-04-16,2023-04-16,629,629,0,0,0
4041,147,L00147_2,15,2023-05-16,2023-05-22,843,843,6,0,0
4042,147,L00147_2,16,2023-06-15,2023-07-03,368,368,18,1,0
4043,147,L00147_2,17,2023-07-15,2023-07-17,865,865,2,0,0
4044,147,L00147_2,18,2023-08-14,2023-08-14,321,321,0,0,0
4045,147,L00147_2,19,2023-09-13,2023-10-03,352,352,20,1,0
4046,147,L00147_2,20,2023-10-13,2023-10-20,377,377,7,0,0
4047,147,L00147_2,21,2023-11-12,2023-11-12,719,719,0,0,0
4048,147,L00147_2,22,2023-12-12,2023-12-27,522,522,15,0,0
4049,147,L00147_2,23,2024-01-11,2024-01-11,395,395,0,0,0
4050,147,L00147_2,24,2024-02-10,2024-02-15,829,829,5,0,0
4051,147,L00147_2,25,2024-03-11,2024-03-19,565,565,8,0,0
4052,147,L00147_2,26,2024-04-10,2024-04-12,798,798,2,0,0
4053,147,L00147_2,27,2024-05-10,2024-05-10,549,549,0,0,0
4054,147,L00147_2,28,2024-06-09,2024-06-09,547,547,0,0,0
4055,147,L00147_2,29,2024-07-09,2024-07-09,825,825,0,0,0
4056,147,L00147_2,30,2024-08-08,2024-08-08,792,792,0,0,0
4057,147,L00147_2,31,2024-09-07,2024-09-11,632,632,4,0,0
4058,147,L00147_2,32,2024-10-07,2024-10-09,205,205,2,0,0
4059,147,L00147_2,33,2024-11-06,2024-11-07,475,475,1,0,0
4060,147,L00147_2,34,2024-12-06,2024-12-06,706,706,0,0,0
4061,147,L00147_2,35,2025-01-05,2025-01-05,789,789,0,0,0
4062,147,L00147_2,36,2025-02-04,2025-02-04,756,756,0,0,0
4063,148,L00148_1,1,2021-06-05,2021-06-05,326,326,0,0,0
4064,148,L00148_1,2,2021-07-05,2021-07-07,184,184,2,0,0
4065,148,L00148_1,3,2021-08-04,2021-08-09,147,147,5,0,0
4066,148,L00148_1,4,2021-09-03,2021-09-06,145,145,3,0,0
4067,148,L00148_1,5,2021-10-03,2021-10-18,598,598,15,0,0
4068,148,L00148_1,6,2021-11-02,2021-11-14,384,384,12,0,0
4069,148,L00148_1,7,2021-12-02,2021-12-03,416,416,1,0,0
4070,148,L00148_1,8,2022-01-01,2022-01-07,578,578,6,0,0
4071,148,L00148_1,9,2022-01-31,2022-01-31,115,115,0,0,0
4072,148,L00148_1,10,2022-03-02,2022-03-02,357,357,0,0,0
4073,148,L00148_1,11,2022-04-01,2022-04-01,342,342,0,0,0
4074,148,L00148_1,12,2022-05-01,2022-05-06,439,439,5,0,0
4075,148,L00148_1,13,2022-05-31,2022-06-09,718,718,9,0,0
4076,148,L00148_1,14,2022-06-30,2022-06-30,739,739,0,0,0
4077,148,L00148_1,15,2022-07-30,2022-07-30,631,631,0,0,0
4078,148,L00148_1,16,2022-08-29,2022-09-02,125,125,4,0,0
4079,148,L00148_1,17,2022-09-28,2022-10-09,360,360,11,0,0
4080,148,L00148_1,18,2022-10-28,2022-11-12,849,849,15,0,0
4081,148,L00148_1,19,2022-11-27,2022-12-13,504,504,16,1,0
4082,148,L00148_1,20,2022-12-27,2022-12-28,169,169,1,0,0
4083,148,L00148_1,21,2023-01-26,2023-01-26,205,205,0,0,0
4084,148,L00148_1,22,2023-02-25,2023-03-10,396,396,13,0,0
4085,148,L00148_1,23,2023-03-27,2023-04-03,419,419,7,0,0
4086,148,L00148_1,24,2023-04-26,2023-05-08,516,516,12,0,0
4087,148,L00148_1,25,2023-05-26,2023-06-11,368,368,16,1,0
4088,148,L00148_1,26,2023-06-25,2023-06-29,567,567,4,0,0
4089,148,L00148_1,27,2023-07-25,2023-07-31,146,146,6,0,0
4090,148,L00148_1,28,2023-08-24,2023-08-29,693,693,5,0,0
4091,148,L00148_1,29,2023-09-23,2023-09-23,803,803,0,0,0
4092,148,L00148_1,30,2023-10-23,2023-11-06,406,406,14,0,0
4093,148,L00148_1,31,2023-11-22,2023-12-12,622,622,20,1,0
4094,148,L00148_1,32,2023-12-22,2023-12-25,191,191,3,0,0
4095,148,L00148_1,33,2024-01-21,2024-01-25,596,596,4,0,0
4096,148,L00148_1,34,2024-02-20,2024-02-28,227,227,8,0,0
4097,148,L00148_1,35,2024-03-21,2024-04-01,859,859,11,0,0
4098,148,L00148_1,36,2024-04-20,2024-04-24,201,201,4,0,0
4099,148,L00148_2,1,2021-06-22,2021-06-22,893,893,0,0,0
4100,148,L00148_2,2,2021-07-22,2021-07-22,531,531,0,0,0
4101,148,L00148_2,3,2021-08-21,2021-08-25,407,407,4,0,0
4102,148,L00148_2,4,2021-09-20,2021-09-22,318,318,2,0,0
4103,148,L00148_2,5,2021-10-20,2021-11-02,430,430,13,0,0
4104,148,L00148_2,6,2021-11-19,2021-11-22,660,660,3,0,0
4105,148,L00148_2,7,2021-12-19,2021-12-19,478,478,0,0,0
4106,148,L00148_2,8,2022-01-18,2022-01-30,685,685,12,0,0
4107,148,L00148_2,9,2022-02-17,2022-03-09,735,735,20,1,0
4108,148,L00148_2,10,2022-03-19,2022-03-29,137,137,10,0,0
4109,148,L00148_2,11,2022-04-18,2022-04-29,430,430,11,0,0
4110,148,L00148_2,12,2022-05-18,2022-06-04,308,308,17,1,0
4111,148,L00148_2,13,2022-06-17,2022-06-19,695,695,2,0,0
4112,148,L00148_2,14,2022-07-17,2022-07-18,407,407,1,0,0
4113,148,L00148_2,15,2022-08-16,2022-08-18,374,374,2,0,0
4114,148,L00148_2,16,2022-09-15,2022-09-15,638,638,0,0,0
4115,148,L00148_2,17,2022-10-15,2022-10-15,819,819,0,0,0
4116,148,L00148_2,18,2022-11-14,2022-11-14,144,144,0,0,0
4117,148,L00148_2,19,2022-12-14,2022-12-24,311,311,10,0,0
4118,148,L00148_2,20,2023-01-13,2023-01-13,351,351,0,0,0
4119,148,L00148_2,21,2023-02-12,2023-03-01,375,375,17,1,0
4120,148,L00148_2,22,2023-03-14,2023-03-14,252,252,0,0,0
4121,148,L00148_2,23,2023-04-13,2023-04-15,701,701,2,0,0
4122,148,L00148_2,24,2023-05-13,2023-05-24,167,167,11,0,0
4123,148,L00148_2,25,2023-06-12,2023-06-12,613,613,0,0,0
4124,148,L00148_2,26,2023-07-12,2023-07-22,427,427,10,0,0
4125,148,L00148_2,27,2023-08-11,2023-08-11,185,185,0,0,0
4126,148,L00148_2,28,2023-09-10,2023-09-10,882,882,0,0,0
4127,148,L00148_2,29,2023-10-10,2023-10-10,677,677,0,0,0
4128,148,L00148_2,30,2023-11-09,2023-11-09,467,467,0,0,0
4129,148,L00148_2,31,2023-12-09,2024-01-04,323,323,26,1,0
4130,148,L00148_2,32,2024-01-08,2024-01-08,356,356,0,0,0
4131,148,L00148_2,33,2024-02-07,2024-02-08,787,787,1,0,0
4132,148,L00148_2,34,2024-03-08,2024-03-12,119,119,4,0,0
4133,148,L00148_2,35,2024-04-07,2024-04-11,134,134,4,0,0
4134,148,L00148_2,36,2024-05-07,2024-05-17,118,118,10,0,0
4135,149,L00149_1,1,2022-08-06,2022-08-06,507,507,0,0,0
4136,149,L00149_1,2,2022-09-05,2022-09-11,223,223,6,0,0
4137,149,L00149_1,3,2022-10-05,2022-10-06,748,748,1,0,0
4138,149,L00149_1,4,2022-11-04,2022-11-04,639,639,0,0,0
4139,149,L00149_1,5,2022-12-04,2022-12-09,351,351,5,0,0
4140,149,L00149_1,6,2023-01-03,2023-01-23,716,716,20,1,0
4141,149,L00149_2,1,2022-10-14,2022-10-14,692,692,0,0,0
4142,149,L00149_2,2,2022-11-13,2022-11-30,249,249,17,1,0
4143,149,L00149_2,3,2022-12-13,2022-12-19,464,464,6,0,0
4144,149,L00149_2,4,2023-01-12,2023-01-24,887,887,12,0,0
4145,149,L00149_2,5,2023-02-11,2023-02-13,423,423,2,0,0
4146,149,L00149_2,6,2023-03-13,2023-03-14,781,781,1,0,0
4147,149,L00149_2,7,2023-04-12,2023-04-27,774,774,15,0,0
4148,149,L00149_2,8,2023-05-12,2023-05-31,113,113,19,1,0
4149,149,L00149_2,9,2023-06-11,2023-06-11,876,876,0,0,0
4150,149,L00149_2,10,2023-07-11,2023-07-26,401,401,15,0,0
4151,149,L00149_2,11,2023-08-10,2023-08-10,642,642,0,0,0
4152,149,L00149_2,12,2023-09-09,2023-09-25,388,388,16,1,0
4153,149,L00149_2,13,2023-10-09,2023-10-21,255,255,12,0,0
4154,149,L00149_2,14,2023-11-08,2023-11-08,289,289,0,0,0
4155,149,L00149_2,15,2023-12-08,2024-01-05,231,231,28,1,0
4156,149,L00149_2,16,2024-01-07,2024-01-17,840,840,10,0,0
4157,149,L00149_2,17,2024-02-06,2024-02-06,285,285,0,0,0
4158,149,L00149_2,18,2024-03-07,2024-03-16,205,205,9,0,0
4159,149,L00149_2,19,2024-04-06,2024-04-06,778,778,0,0,0
4160,149,L00149_2,20,2024-05-06,2024-05-11,437,437,5,0,0
4161,149,L00149_2,21,2024-06-05,2024-06-05,410,410,0,0,0
4162,149,L00149_2,22,2024-07-05,2024-07-05,439,439,0,0,0
4163,149,L00149_2,23,2024-08-04,2024-08-11,307,307,7,0,0
4164,149,L00149_2,24,2024-09-03,2024-09-03,535,535,0,0,0
4165,150,L00150_1,1,2022-11-09,2022-11-19,700,700,10,0,0
4166,150,L00150_1,2,2022-12-09,2022-12-09,740,740,0,0,0
4167,150,L00150_1,3,2023-01-08,2023-01-08,535,535,0,0,0
4168,150,L00150_1,4,2023-02-07,2023-02-14,724,724,7,0,0
4169,150,L00150_1,5,2023-03-09,2023-03-09,871,871,0,0,0
4170,150,L00150_1,6,2023-04-08,2023-04-30,557,557,22,1,0
4171,150,L00150_1,7,2023-05-08,2023-05-20,325,325,12,0,0
4172,150,L00150_1,8,2023-06-07,2023-06-10,105,105,3,0,0
4173,150,L00150_1,9,2023-07-07,2023-07-07,543,543,0,0,0
4174,150,L00150_1,10,2023-08-06,2023-08-06,300,300,0,0,0
4175,150,L00150_1,11,2023-09-05,2023-09-05,695,695,0,0,0
4176,150,L00150_1,12,2023-10-05,2023-10-15,586,586,10,0,0
4177,150,L00150_1,13,2023-11-04,2023-11-04,526,526,0,0,0
4178,150,L00150_1,14,2023-12-04,2023-12-08,591,591,4,0,0
4179,150,L00150_1,15,2024-01-03,2024-01-03,150,150,0,0,0
4180,150,L00150_1,16,2024-02-02,2024-02-03,325,325,1,0,0
4181,150,L00150_1,17,2024-03-03,2024-03-14,328,328,11,0,0
4182,150,L00150_1,18,2024-04-02,2024-04-12,589,589,10,0,0
4183,151,L00151_1,1,2021-06-03,2021-06-03,313,313,0,0,0
4184,151,L00151_1,2,2021-07-03,2021-07-03,635,635,0,0,0
4185,151,L00151_1,3,2021-08-02,2021-08-08,516,516,6,0,0
4186,151,L00151_1,4,2021-09-01,2021-09-05,435,435,4,0,0
4187,151,L00151_1,5,2021-10-01,2021-10-01,749,749,0,0,0
4188,151,L00151_1,6,2021-10-31,2021-11-03,271,271,3,0,0
4189,151,L00151_2,1,2022-10-17,2022-10-17,466,466,0,0,0
4190,151,L00151_2,2,2022-11-16,2022-11-18,233,233,2,0,0
4191,151,L00151_2,3,2022-12-16,2022-12-16,668,668,0,0,0
4192,151,L00151_2,4,2023-01-15,2023-01-31,769,769,16,1,0
4193,151,L00151_2,5,2023-02-14,2023-02-14,574,574,0,0,0
4194,151,L00151_2,6,2023-03-16,2023-03-16,417,417,0,0,0
4195,151,L00151_2,7,2023-04-15,2023-04-15,722,722,0,0,0
4196,151,L00151_2,8,2023-05-15,2023-05-19,813,813,4,0,0
4197,151,L00151_2,9,2023-06-14,2023-06-26,752,752,12,0,0
4198,151,L00151_2,10,2023-07-14,2023-07-24,512,512,10,0,0
4199,151,L00151_2,11,2023-08-13,2023-08-25,445,445,12,0,0
4200,151,L00151_2,12,2023-09-12,2023-09-15,174,174,3,0,0
4201,151,L00151_2,13,2023-10-12,2023-10-12,506,506,0,0,0
4202,151,L00151_2,14,2023-11-11,2023-12-03,614,614,22,1,0
4203,151,L00151_2,15,2023-12-11,2023-12-25,721,721,14,0,0
4204,151,L00151_2,16,2024-01-10,2024-01-17,731,731,7,0,0
4205,151,L00151_2,17,2024-02-09,2024-02-18,720,720,9,0,0
4206,151,L00151_2,18,2024-03-10,2024-03-16,277,277,6,0,0
4207,152,L00152_1,1,2021-10-16,2021-10-31,752,752,15,0,0
4208,152,L00152_1,2,2021-11-15,2021-11-15,623,623,0,0,0
4209,152,L00152_1,3,2021-12-15,2021-12-15,523,523,0,0,0
4210,152,L00152_1,4,2022-01-14,2022-01-25,783,783,11,0,0
4211,152,L00152_1,5,2022-02-13,2022-02-13,651,651,0,0,0
4212,152,L00152_1,6,2022-03-15,2022-03-18,326,326,3,0,0
4213,152,L00152_1,7,2022-04-14,2022-04-21,106,106,7,0,0
4214,152,L00152_1,8,2022-05-14,2022-05-29,778,778,15,0,0
4215,152,L00152_1,9,2022-06-13,2022-06-13,316,316,0,0,0
4216,152,L00152_1,10,2022-07-13,2022-07-13,813,813,0,0,0
4217,152,L00152_1,11,2022-08-12,2022-08-12,505,505,0,0,0
4218,152,L00152_1,12,2022-09-11,2022-09-16,682,682,5,0,0
4219,152,L00152_1,13,2022-10-11,2022-10-11,543,543,0,0,0
4220,152,L00152_1,14,2022-11-10,2022-11-10,744,744,0,0,0
4221,152,L00152_1,15,2022-12-10,2022-12-10,871,871,0,0,0
4222,152,L00152_1,16,2023-01-09,2023-01-19,265,265,10,0,0
4223,152,L00152_1,17,2023-02-08,2023-02-16,665,665,8,0,0
4224,152,L00152_1,18,2023-03-10,2023-03-10,429,429,0,0,0
4225,152,L00152_1,19,2023-04-09,2023-04-09,751,751,0,0,0
4226,152,L00152_1,20,2023-05-09,2023-05-09,818,818,0,0,0
4227,152,L00152_1,21,2023-06-08,2023-06-10,675,675,2,0,0
4228,152,L00152_1,22,2023-07-08,2023-07-08,500,500,0,0,0
4229,152,L00152_1,23,2023-08-07,2023-08-15,462,462,8,0,0
4230,152,L00152_1,24,2023-09-06,2023-09-06,743,743,0,0,0
4231,152,L00152_2,1,2022-08-02,2022-08-12,286,286,10,0,0
4232,152,L00152_2,2,2022-09-01,2022-09-12,316,316,11,0,0
4233,152,L00152_2,3,2022-10-01,2022-10-04,260,260,3,0,0
4234,152,L00152_2,4,2022-10-31,2022-11-14,282,282,14,0,0
4235,152,L00152_2,5,2022-11-30,2022-12-12,164,164,12,0,0
4236,152,L00152_2,6,2022-12-30,2023-01-06,820,820,7,0,0
4237,152,L00152_2,7,2023-01-29,2023-02-02,542,542,4,0,0
4238,152,L00152_2,8,2023-02-28,2023-02-28,679,679,0,0,0
4239,152,L00152_2,9,2023-03-30,2023-04-08,351,351,9,0,0
4240,152,L00152_2,10,2023-04-29,2023-04-29,330,330,0,0,0
4241,152,L00152_2,11,2023-05-29,2023-06-19,348,348,21,1,0
4242,152,L00152_2,12,2023-06-28,2023-06-28,665,665,0,0,0
4243,152,L00152_2,13,2023-07-28,2023-07-28,214,214,0,0,0
4244,152,L00152_2,14,2023-08-27,2023-08-30,236,236,3,0,0
4245,152,L00152_2,15,2023-09-26,2023-10-06,618,618,10,0,0
4246,152,L00152_2,16,2023-10-26,2023-10-29,868,868,3,0,0
4247,152,L00152_2,17,2023-11-25,2023-11-25,243,243,0,0,0
4248,152,L00152_2,18,2023-12-25,2023-12-25,154,154,0,0,0
